C1,C2,C3,C4,C5,L1,L2,L3,L4,L5,L6,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,7e-06,1.1e-05,0.0382,-1.32,-4.06,2.286,4.204,1.067,3.619
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,7e-06,1.2e-05,0.0403,-1.17,-4.42,2.134,4.247,0.808,3.802
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,7e-06,1.3e-05,0.0425,-1.08,-4.77,1.437,6.239,0.444,5.374
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,9e-06,0.0361,-2.43,-3.38,4.2,4.521,1.214,4.143
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,6e-06,0.0297,-6.13,-2.5,6.29,8.628,4.401,6.267
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,7e-06,0.0318,-11.34,-2.92,5.624,8.185,3.764,6.236
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,8e-06,0.034,-4.24,-3.16,5.315,7.24,1.527,5.855
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,1e-05,0.0382,-1.79,-3.65,3.143,2.627,0.571,1.852
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,1.1e-05,0.0403,-1.49,-3.95,1.411,3.42,0.499,2.816
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,1.2e-05,0.0425,-1.34,-4.28,1.062,3.497,0.39,3.036
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,8e-06,1.3e-05,0.0446,-1.24,-4.61,0.434,5.039,0.133,4.526
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,9e-06,0.0382,-2.6,-4.82,5.433,4.55,1.878,4.226
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,6e-06,0.0318,-6.59,-3.06,6.959,10.02,5.583,7.027
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,7e-06,0.034,-10.47,-3.72,6.718,9.285,4.718,6.888
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,8e-06,0.0361,-4.34,-4.24,6.686,7.025,2.213,5.812
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,1e-05,0.0403,-1.98,-5.54,4.821,3.185,1.157,2.622
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,1.1e-05,0.0425,-1.7,-6.38,3.681,3.865,1.145,3.501
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,1.2e-05,0.0446,-1.55,-7.26,2.643,4.841,1.121,4.274
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,9e-06,1.3e-05,0.0467,-1.47,-8.03,2.32,6.437,1.057,5.394
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,9e-06,0.0318,-2.09,-5.35,7.103,6.38,2.821,5.249
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,6e-06,0.0255,-5.41,-2.81,7.636,8.127,4.298,5.733
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,7e-06,0.0276,-12.7,-3.82,7.447,8.141,3.798,5.911
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,8e-06,0.0297,-3.87,-4.56,7.588,7.591,3.208,5.704
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,1e-05,0.034,-1.47,-6.22,6.441,5.327,3.18,4.551
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,1.1e-05,0.0361,-1.19,-7.06,5.29,7.135,3.413,5.644
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,6e-06,1.2e-05,0.0382,-1.04,-7.67,5.295,7.573,2.823,6.073
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,9e-06,0.034,-2.24,-5.17,6.628,5.727,2.533,4.929
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,6e-06,0.0276,-5.81,-2.88,7.422,8.586,4.64,6.108
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,7e-06,0.0297,-11.93,-3.77,7.218,8.417,3.987,6.194
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,8e-06,0.0318,-4.02,-4.45,7.326,7.336,2.864,5.701
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,1e-05,0.0361,-1.61,-6.0,6.03,4.583,2.3,3.998
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,1.1e-05,0.0382,-1.33,-6.86,4.822,6.0,2.694,4.957
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,1.2e-05,0.0403,-1.18,-7.57,4.458,6.754,2.337,5.631
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,7e-06,1.3e-05,0.0425,-1.09,-7.97,4.27,9.233,2.581,6.863
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,9e-06,0.0361,-2.41,-4.99,6.073,5.126,2.216,4.597
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,6e-06,0.0297,-6.21,-2.96,7.176,9.256,5.143,6.562
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,7e-06,0.0318,-11.18,-3.74,6.962,8.872,4.376,6.561
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,8e-06,0.034,-4.18,-4.34,7.028,7.179,2.533,5.759
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,1e-05,0.0382,-1.78,-5.78,5.501,3.881,1.456,3.379
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,1.1e-05,0.0403,-1.49,-6.63,4.322,4.923,1.948,4.168
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,1.2e-05,0.0425,-1.34,-7.43,3.452,5.868,1.77,5.07
2e-12,3e-13,2e-13,4e-13,2e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,8e-06,1.3e-05,0.0446,-1.26,-8.02,3.392,7.887,1.553,6.232
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,9e-06,0.0382,-4.41,-10.48,8.336,8.91,4.003,6.704
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,6e-06,0.0318,-1.43,-6.91,9.362,11.22,7.14,7.416
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,7e-06,0.034,-1.89,-9.2,9.132,10.8,6.36,7.34
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,8e-06,0.0361,-2.79,-10.92,9.034,9.967,5.113,7.088
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,1e-05,0.0403,-6.99,-8.7,7.256,7.71,3.479,6.196
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,1.1e-05,0.0425,-10.41,-6.98,5.865,6.559,2.916,5.645
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,1.2e-05,0.0446,-12.94,-5.64,4.172,5.806,2.31,5.266
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,9e-06,1.3e-05,0.0467,-12.32,-4.63,3.304,5.445,1.591,5.099
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,9e-06,0.0318,-5.16,-12.08,8.715,9.215,4.528,6.447
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,6e-06,0.0255,-1.27,-5.17,9.627,9.932,6.417,6.515
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,7e-06,0.0276,-1.97,-7.62,9.948,10.28,6.196,6.727
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,8e-06,0.0297,-3.2,-10.65,9.537,9.997,5.218,6.681
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,1e-05,0.034,-7.66,-10.32,7.715,8.171,3.963,6.083
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,1.1e-05,0.0361,-9.62,-8.02,6.45,7.268,3.386,5.739
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,1.2e-05,0.0382,-9.77,-6.26,4.856,6.804,2.773,5.597
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,6e-06,1.3e-05,0.0403,-8.78,-4.99,3.901,6.556,2.051,5.559
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,9e-06,0.034,-4.88,-11.58,8.634,9.163,4.352,6.554
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,6e-06,0.0276,-1.31,-5.67,9.525,10.41,6.721,6.847
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,7e-06,0.0297,-1.92,-8.12,9.757,10.51,6.292,6.954
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,8e-06,0.0318,-3.04,-10.83,9.439,10.04,5.203,6.836
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,1e-05,0.0361,-7.45,-9.76,7.594,8.068,3.799,6.144
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,1.1e-05,0.0382,-9.96,-7.67,6.285,7.06,3.229,5.726
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,1.2e-05,0.0403,-10.72,-6.06,4.665,6.473,2.628,5.501
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,7e-06,1.3e-05,0.0425,-9.78,-4.88,3.729,6.191,1.918,5.428
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,9e-06,0.0361,-4.63,-11.04,8.511,9.051,4.177,6.636
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,6e-06,0.0297,-1.36,-6.24,9.483,10.86,6.964,7.154
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,7e-06,0.0318,-1.9,-8.65,9.484,10.68,6.345,7.159
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,8e-06,0.034,-2.9,-10.93,9.273,10.02,5.166,6.967
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,1e-05,0.0382,-7.22,-9.22,7.443,7.906,3.639,6.179
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,1.1e-05,0.0403,-10.23,-7.32,6.092,6.82,3.073,5.694
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,1.2e-05,0.0425,-11.77,-5.85,4.438,6.141,2.474,5.391
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,3e-10,8e-06,1.3e-05,0.0446,-10.94,-4.76,3.532,5.822,1.765,5.276
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,9e-06,0.0382,-4.53,-7.67,7.6,5.25,2.556,4.506
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,6e-06,0.0318,-1.47,-9.98,9.023,8.454,4.935,6.218
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,7e-06,0.034,-1.96,-12.97,9.285,7.404,3.698,5.763
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,8e-06,0.0361,-2.89,-10.77,8.672,6.316,3.077,5.191
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,1e-05,0.0403,-7.13,-5.64,6.36,4.264,2.058,3.727
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,1.1e-05,0.0425,-10.61,-4.36,4.911,3.534,1.622,3.241
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,1.2e-05,0.0446,-13.23,-3.5,3.195,3.332,1.263,3.07
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,9e-06,1.3e-05,0.0467,-12.56,-2.9,2.148,3.527,0.895,3.281
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,9e-06,0.0318,-5.33,-8.77,7.654,5.764,2.756,4.502
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,6e-06,0.0255,-1.32,-8.16,10.21,8.075,4.752,5.56
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,7e-06,0.0276,-2.06,-13.44,9.845,7.484,3.919,5.344
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,8e-06,0.0297,-3.34,-13.16,8.787,6.676,3.334,4.982
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,1e-05,0.034,-7.86,-6.12,6.536,4.888,2.235,3.956
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,1.1e-05,0.0361,-9.85,-4.55,5.212,4.292,1.808,3.555
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,1.2e-05,0.0382,-9.97,-3.55,3.548,4.158,1.452,3.555
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,6e-06,1.3e-05,0.0403,-8.92,-2.86,2.43,4.22,1.062,3.736
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,9e-06,0.034,-5.03,-8.41,7.664,5.591,2.685,4.504
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,6e-06,0.0276,-1.35,-8.72,9.909,8.201,4.819,5.782
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,7e-06,0.0297,-2.0,-13.45,9.759,7.432,3.811,5.473
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,8e-06,0.0318,-3.16,-12.32,8.804,6.531,3.244,5.04
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,1e-05,0.0361,-7.63,-5.97,6.497,4.699,2.173,3.901
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,1.1e-05,0.0382,-10.18,-4.49,5.133,4.058,1.745,3.422
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,1.2e-05,0.0403,-10.94,-3.53,3.461,3.896,1.394,3.387
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,7e-06,1.3e-05,0.0425,-9.94,-2.87,2.355,4.005,1.019,3.62
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,9e-06,0.0361,-4.76,-8.04,7.649,5.413,2.618,4.502
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,6e-06,0.0297,-1.4,-9.34,9.508,8.33,4.879,6.002
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,7e-06,0.0318,-1.97,-13.3,9.576,7.402,3.702,5.611
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,8e-06,0.034,-3.01,-11.53,8.771,6.406,3.159,5.106
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,1e-05,0.0382,-7.38,-5.81,6.44,4.483,2.114,3.82
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,1.1e-05,0.0403,-10.44,-4.43,5.034,3.802,1.683,3.296
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,1.2e-05,0.0425,-12.03,-3.52,3.345,3.621,1.332,3.183
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,1e-10,4e-10,8e-06,1.3e-05,0.0446,-11.14,-2.89,2.263,3.776,0.964,3.472
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,9e-06,0.0382,-4.15,-3.34,5.883,10.4,3.7,7.556
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,6e-06,0.0318,-1.41,-2.57,6.937,8.969,4.687,6.611
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,7e-06,0.034,-1.82,-2.79,6.653,9.783,4.833,7.099
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,8e-06,0.0361,-2.65,-3.04,6.132,10.37,4.538,7.452
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,1e-05,0.0403,-6.62,-3.68,5.335,9.47,2.564,7.239
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,1.1e-05,0.0425,-9.91,-4.04,4.508,7.737,2.405,6.469
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,1.2e-05,0.0446,-12.34,-4.39,3.982,6.217,2.195,5.627
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,9e-06,1.3e-05,0.0467,-11.86,-4.73,3.516,5.628,1.734,5.248
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,9e-06,0.0318,-4.86,-3.51,6.625,10.07,4.169,7.03
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,6e-06,0.0255,-1.26,-2.31,7.573,7.999,4.252,5.697
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,7e-06,0.0276,-1.9,-2.66,7.108,9.152,4.639,6.393
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,8e-06,0.0297,-3.04,-3.06,6.975,9.991,4.685,6.883
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,1e-05,0.034,-7.24,-3.98,6.073,9.257,3.393,6.79
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,1.1e-05,0.0361,-9.14,-4.43,5.286,8.265,3.442,6.42
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,1.2e-05,0.0382,-9.37,-4.84,4.978,7.891,3.253,6.319
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,6e-06,1.3e-05,0.0403,-8.48,-5.18,4.612,8.202,2.642,6.551
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,9e-06,0.034,-4.6,-3.45,6.403,10.31,4.066,7.262
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,6e-06,0.0276,-1.29,-2.4,7.468,8.404,4.479,6.054
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,7e-06,0.0297,-1.85,-2.7,6.983,9.441,4.793,6.671
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,8e-06,0.0318,-2.88,-3.05,6.733,10.21,4.724,7.113
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,1e-05,0.0361,-7.04,-3.87,5.849,9.48,3.069,7.006
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,1.1e-05,0.0382,-9.45,-4.3,5.056,8.172,3.078,6.48
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,1.2e-05,0.0403,-10.25,-4.69,4.668,7.32,2.897,6.109
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,7e-06,1.3e-05,0.0425,-9.43,-5.03,4.29,7.319,2.359,6.175
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,9e-06,0.0361,-4.36,-3.39,6.156,10.4,3.907,7.429
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,6e-06,0.0297,-1.34,-2.48,7.254,8.73,4.625,6.358
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,7e-06,0.0318,-1.83,-2.74,6.856,9.651,4.861,6.904
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,8e-06,0.034,-2.75,-3.04,6.453,10.32,4.676,7.299
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,1e-05,0.0382,-6.83,-3.77,5.603,9.533,2.789,7.147
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,1.1e-05,0.0403,-9.71,-4.16,4.797,7.984,2.732,6.491
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,1.2e-05,0.0425,-11.24,-4.54,4.336,6.767,2.543,5.883
2e-12,3e-13,2e-13,4e-13,2e-13,2e-10,3.5e-10,5e-10,1.5e-10,2e-10,3e-10,8e-06,1.3e-05,0.0446,-10.55,-4.88,3.925,6.462,2.054,5.744
