C1,L,Vbias,W1,Wvar,idc,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
8e-14,2.5e-10,0.9,3.6e-05,1.2e-05,0.015,0.0191,34300000000.0,764000000.0,15.35,-78.81
8e-14,2.5e-10,0.9,3.6e-05,1.3e-05,0.01,0.0118,34500000000.0,1200000000.0,15.36,-99.0
8e-14,2.5e-10,0.9,3.6e-05,1.3e-05,0.005,0.00537,35800000000.0,1390000000.0,14.59,-100.4
8e-14,2.5e-10,0.9,3.6e-05,1.3e-05,0.0075,0.00847,37200000000.0,1320000000.0,15.0,-99.54
8e-14,2.5e-10,0.9,3.6e-05,1.3e-05,0.0125,0.0153,34300000000.0,1060000000.0,15.53,-92.38
8e-14,2.5e-10,0.9,3.6e-05,1.3e-05,0.015,0.0191,34100000000.0,631000000.0,15.4,-77.76
8e-14,2.5e-10,0.9,3.6e-05,1.4e-05,0.01,0.0118,34400000000.0,1190000000.0,15.43,-97.31
8e-14,2.5e-10,0.9,3.6e-05,1.4e-05,0.005,0.00537,35200000000.0,1380000000.0,14.59,-101.6
8e-14,2.5e-10,0.9,3.6e-05,1.4e-05,0.0075,0.00847,38100000000.0,1310000000.0,15.05,-97.86
8e-14,2.5e-10,0.9,3.6e-05,1.4e-05,0.0125,0.0153,34100000000.0,1020000000.0,15.6,-90.74
8e-14,2.5e-10,0.9,3.6e-05,1.4e-05,0.015,0.0191,33800000000.0,508000000.0,15.41,-77.39
8e-14,2.5e-10,0.9,3.6e-05,1.5e-05,0.01,0.0118,34200000000.0,1170000000.0,15.48,-95.54
8e-14,2.5e-10,0.9,3.6e-05,1.5e-05,0.005,0.00537,34500000000.0,1360000000.0,14.59,-101.9
8e-14,2.5e-10,0.9,3.6e-05,1.5e-05,0.0075,0.00847,38900000000.0,1290000000.0,15.09,-96.82
8e-14,2.5e-10,0.9,3.6e-05,1.5e-05,0.0125,0.0153,33900000000.0,963000000.0,15.64,-88.88
8e-14,2.5e-10,0.9,3.6e-05,1.5e-05,0.015,0.0191,33600000000.0,414000000.0,15.38,-74.94
8e-14,2.5e-10,0.9,3.8e-05,1e-05,0.01,0.0117,34700000000.0,1170000000.0,14.9,-101.0
8e-14,2.5e-10,0.9,3.8e-05,1e-05,0.005,0.00534,37000000000.0,1290000000.0,14.59,-95.62
8e-14,2.5e-10,0.9,3.8e-05,1e-05,0.0075,0.00841,35100000000.0,1260000000.0,14.59,-101.5
8e-14,2.5e-10,0.9,3.8e-05,1e-05,0.0125,0.0152,34500000000.0,1090000000.0,15.12,-99.26
8e-14,2.5e-10,0.9,3.8e-05,1e-05,0.015,0.0189,34300000000.0,952000000.0,15.04,-81.03
8e-14,2.5e-10,0.9,3.8e-05,5e-06,0.01,0.0117,36200000000.0,906000000.0,14.59,-88.12
8e-14,2.5e-10,0.9,3.8e-05,5e-06,0.005,0.00534,41700000000.0,932000000.0,14.59,-89.25
8e-14,2.5e-10,0.9,3.8e-05,5e-06,0.0075,0.00841,36200000000.0,945000000.0,14.59,-89.93
8e-14,2.5e-10,0.9,3.8e-05,5e-06,0.0125,0.0152,36100000000.0,875000000.0,14.59,-90.59
8e-14,2.5e-10,0.9,3.8e-05,5e-06,0.015,0.0189,35900000000.0,872000000.0,14.59,-86.53
8e-14,2.5e-10,0.9,3.8e-05,6e-06,0.01,0.0117,35900000000.0,994000000.0,14.59,-89.93
8e-14,2.5e-10,0.9,3.8e-05,6e-06,0.005,0.00534,40400000000.0,1050000000.0,14.59,-90.64
8e-14,2.5e-10,0.9,3.8e-05,6e-06,0.0075,0.00841,35900000000.0,1040000000.0,14.59,-91.72
8e-14,2.5e-10,0.9,3.8e-05,6e-06,0.0125,0.0152,35800000000.0,951000000.0,14.59,-92.76
8e-14,2.5e-10,0.9,3.8e-05,6e-06,0.015,0.0189,35600000000.0,939000000.0,14.59,-85.52
8e-14,2.5e-10,0.9,3.8e-05,7e-06,0.01,0.0117,35500000000.0,1060000000.0,14.59,-92.97
8e-14,2.5e-10,0.9,3.8e-05,7e-06,0.005,0.00534,39400000000.0,1130000000.0,14.59,-92.02
8e-14,2.5e-10,0.9,3.8e-05,7e-06,0.0075,0.00841,35600000000.0,1120000000.0,14.59,-93.46
8e-14,2.5e-10,0.9,3.8e-05,7e-06,0.0125,0.0152,35400000000.0,1000000000.0,14.62,-95.84
8e-14,2.5e-10,0.9,3.8e-05,7e-06,0.015,0.0189,35200000000.0,977000000.0,14.59,-84.44
8e-14,2.5e-10,0.9,3.8e-05,8e-06,0.01,0.0117,35300000000.0,1110000000.0,14.59,-95.05
8e-14,2.5e-10,0.9,3.8e-05,8e-06,0.005,0.00534,38800000000.0,1200000000.0,14.59,-93.08
8e-14,2.5e-10,0.9,3.8e-05,8e-06,0.0075,0.00841,35200000000.0,1180000000.0,14.59,-95.33
8e-14,2.5e-10,0.9,3.8e-05,8e-06,0.0125,0.0152,35100000000.0,1050000000.0,14.81,-99.02
8e-14,2.5e-10,0.9,3.8e-05,8e-06,0.015,0.0189,34900000000.0,993000000.0,14.74,-82.97
8e-14,2.5e-10,0.9,3.8e-05,9e-06,0.01,0.0117,35000000000.0,1150000000.0,14.75,-97.98
8e-14,2.5e-10,0.9,3.8e-05,9e-06,0.005,0.00534,37800000000.0,1250000000.0,14.59,-94.32
8e-14,2.5e-10,0.9,3.8e-05,9e-06,0.0075,0.00841,35100000000.0,1230000000.0,14.59,-98.48
8e-14,2.5e-10,0.9,3.8e-05,9e-06,0.0125,0.0152,34800000000.0,1070000000.0,14.98,-100.7
8e-14,2.5e-10,0.9,3.8e-05,9e-06,0.015,0.0189,34600000000.0,987000000.0,14.9,-81.82
8e-14,2.5e-10,0.9,3.8e-05,1.1e-05,0.01,0.0117,34400000000.0,1190000000.0,15.03,-102.4
8e-14,2.5e-10,0.9,3.8e-05,1.1e-05,0.005,0.00534,36500000000.0,1310000000.0,14.59,-96.91
8e-14,2.5e-10,0.9,3.8e-05,1.1e-05,0.0075,0.00841,35200000000.0,1280000000.0,14.63,-101.2
8e-14,2.5e-10,0.9,3.8e-05,1.1e-05,0.0125,0.0152,34300000000.0,1090000000.0,15.24,-97.32
8e-14,2.5e-10,0.9,3.8e-05,1.1e-05,0.015,0.0189,34000000000.0,886000000.0,15.15,-80.38
8e-14,2.5e-10,0.9,3.8e-05,1.2e-05,0.01,0.0117,34200000000.0,1190000000.0,15.14,-93.32
8e-14,2.5e-10,0.9,3.8e-05,1.2e-05,0.005,0.00534,36000000000.0,1320000000.0,14.59,-98.11
8e-14,2.5e-10,0.9,3.8e-05,1.2e-05,0.0075,0.00841,35700000000.0,1290000000.0,14.74,-102.6
8e-14,2.5e-10,0.9,3.8e-05,1.2e-05,0.0125,0.0152,34000000000.0,1080000000.0,15.33,-94.94
8e-14,2.5e-10,0.9,3.8e-05,1.2e-05,0.015,0.0189,33800000000.0,783000000.0,15.23,-78.86
8e-14,2.5e-10,0.9,3.8e-05,1.3e-05,0.01,0.0117,34000000000.0,1190000000.0,15.22,-99.01
8e-14,2.5e-10,0.9,3.8e-05,1.3e-05,0.005,0.00534,35200000000.0,1320000000.0,14.59,-99.23
8e-14,2.5e-10,0.9,3.8e-05,1.3e-05,0.0075,0.00841,36800000000.0,1290000000.0,14.82,-100.7
8e-14,2.5e-10,0.9,3.8e-05,1.3e-05,0.0125,0.0152,33800000000.0,1060000000.0,15.41,-93.21
8e-14,2.5e-10,0.9,3.8e-05,1.3e-05,0.015,0.0189,33600000000.0,674000000.0,15.27,-78.19
8e-14,2.5e-10,0.9,3.8e-05,1.4e-05,0.01,0.0117,33800000000.0,1180000000.0,15.29,-97.58
8e-14,2.5e-10,0.9,3.8e-05,1.4e-05,0.005,0.00534,34500000000.0,1310000000.0,14.59,-100.1
8e-14,2.5e-10,0.9,3.8e-05,1.4e-05,0.0075,0.00841,38000000000.0,1280000000.0,14.88,-99.37
8e-14,2.5e-10,0.9,3.8e-05,1.4e-05,0.0125,0.0152,33500000000.0,1020000000.0,15.48,-91.36
8e-14,2.5e-10,0.9,3.8e-05,1.4e-05,0.015,0.0189,33300000000.0,579000000.0,15.28,-76.77
8e-14,2.5e-10,0.9,3.8e-05,1.5e-05,0.01,0.0117,33500000000.0,1160000000.0,15.35,-96.06
8e-14,2.5e-10,0.9,3.8e-05,1.5e-05,0.005,0.00534,34100000000.0,1300000000.0,14.59,-100.6
8e-14,2.5e-10,0.9,3.8e-05,1.5e-05,0.0075,0.00841,39000000000.0,1270000000.0,14.91,-97.75
8e-14,2.5e-10,0.9,3.8e-05,1.5e-05,0.0125,0.0152,33300000000.0,967000000.0,15.52,-89.46
8e-14,2.5e-10,0.9,3.8e-05,1.5e-05,0.015,0.0189,33100000000.0,521000000.0,15.24,-75.3
8e-14,2.5e-10,0.9,4.2e-05,1e-05,0.01,0.0115,33700000000.0,1120000000.0,14.61,-100.8
8e-14,2.5e-10,0.9,4.2e-05,1e-05,0.005,0.00529,36100000000.0,1150000000.0,14.59,-95.33
8e-14,2.5e-10,0.9,4.2e-05,1e-05,0.0075,0.0083,33700000000.0,1170000000.0,14.59,-99.81
8e-14,2.5e-10,0.9,4.2e-05,1e-05,0.0125,0.0149,33500000000.0,1060000000.0,14.84,-98.05
8e-14,2.5e-10,0.9,4.2e-05,1e-05,0.015,0.0185,33300000000.0,941000000.0,14.7,-80.87
8e-14,2.5e-10,0.9,4.2e-05,5e-06,0.01,0.0115,35100000000.0,843000000.0,14.59,-89.78
8e-14,2.5e-10,0.9,4.2e-05,5e-06,0.005,0.00529,40800000000.0,822000000.0,14.59,-90.01
8e-14,2.5e-10,0.9,4.2e-05,5e-06,0.0075,0.0083,35100000000.0,860000000.0,14.59,-90.83
8e-14,2.5e-10,0.9,4.2e-05,5e-06,0.0125,0.0149,35000000000.0,836000000.0,14.59,-95.51
8e-14,2.5e-10,0.9,4.2e-05,5e-06,0.015,0.0185,34900000000.0,852000000.0,14.59,-88.62
8e-14,2.5e-10,0.9,4.2e-05,6e-06,0.01,0.0115,34800000000.0,931000000.0,14.59,-91.62
8e-14,2.5e-10,0.9,4.2e-05,6e-06,0.005,0.00529,39600000000.0,924000000.0,14.59,-91.2
8e-14,2.5e-10,0.9,4.2e-05,6e-06,0.0075,0.0083,34800000000.0,953000000.0,14.59,-92.19
8e-14,2.5e-10,0.9,4.2e-05,6e-06,0.0125,0.0149,34700000000.0,915000000.0,14.59,-96.85
8e-14,2.5e-10,0.9,4.2e-05,6e-06,0.015,0.0185,34600000000.0,921000000.0,14.59,-86.31
8e-14,2.5e-10,0.9,4.2e-05,7e-06,0.01,0.0115,34500000000.0,996000000.0,14.59,-93.42
8e-14,2.5e-10,0.9,4.2e-05,7e-06,0.005,0.00529,38500000000.0,1010000000.0,14.59,-92.27
8e-14,2.5e-10,0.9,4.2e-05,7e-06,0.0075,0.0083,34500000000.0,1030000000.0,14.59,-93.75
8e-14,2.5e-10,0.9,4.2e-05,7e-06,0.0125,0.0149,34400000000.0,969000000.0,14.59,-98.36
8e-14,2.5e-10,0.9,4.2e-05,7e-06,0.015,0.0185,34200000000.0,968000000.0,14.59,-84.22
8e-14,2.5e-10,0.9,4.2e-05,8e-06,0.01,0.0115,34200000000.0,1050000000.0,14.59,-95.7
8e-14,2.5e-10,0.9,4.2e-05,8e-06,0.005,0.00529,37900000000.0,1070000000.0,14.59,-93.42
8e-14,2.5e-10,0.9,4.2e-05,8e-06,0.0075,0.0083,34200000000.0,1090000000.0,14.59,-95.56
8e-14,2.5e-10,0.9,4.2e-05,8e-06,0.0125,0.0149,34100000000.0,1010000000.0,14.59,-100.1
8e-14,2.5e-10,0.9,4.2e-05,8e-06,0.015,0.0185,33900000000.0,983000000.0,14.59,-82.68
8e-14,2.5e-10,0.9,4.2e-05,9e-06,0.01,0.0115,34000000000.0,1090000000.0,14.59,-98.36
8e-14,2.5e-10,0.9,4.2e-05,9e-06,0.005,0.00529,37100000000.0,1120000000.0,14.59,-94.36
8e-14,2.5e-10,0.9,4.2e-05,9e-06,0.0075,0.0083,33900000000.0,1140000000.0,14.59,-97.55
8e-14,2.5e-10,0.9,4.2e-05,9e-06,0.0125,0.0149,33800000000.0,1040000000.0,14.7,-99.75
8e-14,2.5e-10,0.9,4.2e-05,9e-06,0.015,0.0185,33600000000.0,970000000.0,14.59,-81.95
8e-14,2.5e-10,0.9,4.2e-05,1.1e-05,0.01,0.0115,33400000000.0,1140000000.0,14.74,-102.2
8e-14,2.5e-10,0.9,4.2e-05,1.1e-05,0.005,0.00529,35600000000.0,1180000000.0,14.59,-96.24
8e-14,2.5e-10,0.9,4.2e-05,1.1e-05,0.0075,0.0083,33600000000.0,1200000000.0,14.59,-98.25
8e-14,2.5e-10,0.9,4.2e-05,1.1e-05,0.0125,0.0149,33200000000.0,1060000000.0,14.97,-96.02
8e-14,2.5e-10,0.9,4.2e-05,1.1e-05,0.015,0.0185,33100000000.0,891000000.0,14.8,-80.07
8e-14,2.5e-10,0.9,4.2e-05,1.2e-05,0.01,0.0115,33200000000.0,1150000000.0,14.85,-101.4
8e-14,2.5e-10,0.9,4.2e-05,1.2e-05,0.005,0.00529,35100000000.0,1190000000.0,14.59,-97.04
8e-14,2.5e-10,0.9,4.2e-05,1.2e-05,0.0075,0.0083,34400000000.0,1210000000.0,14.59,-102.8
8e-14,2.5e-10,0.9,4.2e-05,1.2e-05,0.0125,0.0149,33000000000.0,1050000000.0,15.07,-92.53
8e-14,2.5e-10,0.9,4.2e-05,1.2e-05,0.015,0.0185,32800000000.0,836000000.0,14.87,-78.92
8e-14,2.5e-10,0.9,4.2e-05,1.3e-05,0.01,0.0115,33000000000.0,1150000000.0,14.94,-99.72
8e-14,2.5e-10,0.9,4.2e-05,1.3e-05,0.005,0.00529,34500000000.0,1190000000.0,14.59,-97.67
8e-14,2.5e-10,0.9,4.2e-05,1.3e-05,0.0075,0.0083,36800000000.0,1220000000.0,14.59,-102.5
8e-14,2.5e-10,0.9,4.2e-05,1.3e-05,0.0125,0.0149,32800000000.0,1030000000.0,15.15,-91.8
8e-14,2.5e-10,0.9,4.2e-05,1.3e-05,0.015,0.0185,32600000000.0,786000000.0,14.9,-77.67
8e-14,2.5e-10,0.9,4.2e-05,1.4e-05,0.01,0.0115,32800000000.0,1140000000.0,15.01,-97.86
8e-14,2.5e-10,0.9,4.2e-05,1.4e-05,0.005,0.00529,33700000000.0,1190000000.0,14.59,-98.08
8e-14,2.5e-10,0.9,4.2e-05,1.4e-05,0.0075,0.0083,39500000000.0,1220000000.0,14.59,-101.8
8e-14,2.5e-10,0.9,4.2e-05,1.4e-05,0.0125,0.0149,32600000000.0,989000000.0,15.21,-90.4
8e-14,2.5e-10,0.9,4.2e-05,1.4e-05,0.015,0.0185,32400000000.0,752000000.0,14.88,-76.99
8e-14,2.5e-10,0.9,4.2e-05,1.5e-05,0.01,0.0115,32600000000.0,1130000000.0,15.06,-96.29
8e-14,2.5e-10,0.9,4.2e-05,1.5e-05,0.005,0.00529,33100000000.0,1190000000.0,14.59,-98.63
8e-14,2.5e-10,0.9,4.2e-05,1.5e-05,0.0075,0.0083,40400000000.0,1210000000.0,14.59,-100.5
8e-14,2.5e-10,0.9,4.2e-05,1.5e-05,0.0125,0.0149,32400000000.0,934000000.0,15.25,-89.34
8e-14,2.5e-10,0.9,4.2e-05,1.5e-05,0.015,0.0185,32200000000.0,742000000.0,14.82,-76.6
8e-14,2.5e-10,0.9,4.4e-05,1e-05,0.01,0.0114,33200000000.0,1090000000.0,14.59,-101.0
8e-14,2.5e-10,0.9,4.4e-05,1e-05,0.005,0.00527,35900000000.0,1100000000.0,14.59,-95.38
8e-14,2.5e-10,0.9,4.4e-05,1e-05,0.0075,0.00825,33200000000.0,1130000000.0,14.59,-99.45
8e-14,2.5e-10,0.9,4.4e-05,1e-05,0.0125,0.0148,33000000000.0,1040000000.0,14.7,-96.73
8e-14,2.5e-10,0.9,4.4e-05,1e-05,0.015,0.0183,32900000000.0,946000000.0,14.59,-81.55
8e-14,2.5e-10,0.9,4.4e-05,5e-06,0.01,0.0114,34600000000.0,820000000.0,14.59,-91.28
8e-14,2.5e-10,0.9,4.4e-05,5e-06,0.005,0.00527,40100000000.0,782000000.0,14.59,-90.45
8e-14,2.5e-10,0.9,4.4e-05,5e-06,0.0075,0.00825,34600000000.0,829000000.0,14.59,-91.73
8e-14,2.5e-10,0.9,4.4e-05,5e-06,0.0125,0.0148,34500000000.0,824000000.0,14.59,-89.69
8e-14,2.5e-10,0.9,4.4e-05,5e-06,0.015,0.0183,34400000000.0,822000000.0,14.59,-92.63
8e-14,2.5e-10,0.9,4.4e-05,6e-06,0.01,0.0114,34300000000.0,903000000.0,14.59,-92.69
8e-14,2.5e-10,0.9,4.4e-05,6e-06,0.005,0.00527,39100000000.0,878000000.0,14.59,-91.55
8e-14,2.5e-10,0.9,4.4e-05,6e-06,0.0075,0.00825,34300000000.0,918000000.0,14.59,-92.9
8e-14,2.5e-10,0.9,4.4e-05,6e-06,0.0125,0.0148,34200000000.0,897000000.0,14.59,-97.72
8e-14,2.5e-10,0.9,4.4e-05,6e-06,0.015,0.0183,34100000000.0,902000000.0,14.59,-88.45
8e-14,2.5e-10,0.9,4.4e-05,7e-06,0.01,0.0114,34000000000.0,967000000.0,14.59,-93.92
8e-14,2.5e-10,0.9,4.4e-05,7e-06,0.005,0.00527,38300000000.0,955000000.0,14.59,-92.56
8e-14,2.5e-10,0.9,4.4e-05,7e-06,0.0075,0.00825,33900000000.0,991000000.0,14.59,-94.27
8e-14,2.5e-10,0.9,4.4e-05,7e-06,0.0125,0.0148,33900000000.0,954000000.0,14.59,-99.46
8e-14,2.5e-10,0.9,4.4e-05,7e-06,0.015,0.0183,33700000000.0,950000000.0,14.59,-85.57
8e-14,2.5e-10,0.9,4.4e-05,8e-06,0.01,0.0114,33700000000.0,1020000000.0,14.59,-96.57
8e-14,2.5e-10,0.9,4.4e-05,8e-06,0.005,0.00527,37300000000.0,1020000000.0,14.59,-93.52
8e-14,2.5e-10,0.9,4.4e-05,8e-06,0.0075,0.00825,33700000000.0,1050000000.0,14.59,-95.89
8e-14,2.5e-10,0.9,4.4e-05,8e-06,0.0125,0.0148,33600000000.0,994000000.0,14.59,-99.8
8e-14,2.5e-10,0.9,4.4e-05,8e-06,0.015,0.0183,33400000000.0,969000000.0,14.59,-83.78
8e-14,2.5e-10,0.9,4.4e-05,9e-06,0.01,0.0114,33400000000.0,1060000000.0,14.59,-98.79
8e-14,2.5e-10,0.9,4.4e-05,9e-06,0.005,0.00527,36400000000.0,1060000000.0,14.59,-94.5
8e-14,2.5e-10,0.9,4.4e-05,9e-06,0.0075,0.00825,33500000000.0,1100000000.0,14.59,-97.55
8e-14,2.5e-10,0.9,4.4e-05,9e-06,0.0125,0.0148,33300000000.0,1020000000.0,14.59,-98.54
8e-14,2.5e-10,0.9,4.4e-05,9e-06,0.015,0.0183,33200000000.0,965000000.0,14.59,-82.45
8e-14,2.5e-10,0.9,4.4e-05,1.1e-05,0.01,0.0114,32900000000.0,1110000000.0,14.59,-102.0
8e-14,2.5e-10,0.9,4.4e-05,1.1e-05,0.005,0.00527,35300000000.0,1120000000.0,14.59,-96.16
8e-14,2.5e-10,0.9,4.4e-05,1.1e-05,0.0075,0.00825,33000000000.0,1160000000.0,14.59,-101.1
8e-14,2.5e-10,0.9,4.4e-05,1.1e-05,0.0125,0.0148,32800000000.0,1040000000.0,14.82,-94.55
8e-14,2.5e-10,0.9,4.4e-05,1.1e-05,0.015,0.0183,32600000000.0,917000000.0,14.59,-80.38
8e-14,2.5e-10,0.9,4.4e-05,1.2e-05,0.01,0.0114,32700000000.0,1120000000.0,14.7,-101.3
8e-14,2.5e-10,0.9,4.4e-05,1.2e-05,0.005,0.00527,34500000000.0,1140000000.0,14.59,-96.83
8e-14,2.5e-10,0.9,4.4e-05,1.2e-05,0.0075,0.00825,33800000000.0,1180000000.0,14.59,-102.3
8e-14,2.5e-10,0.9,4.4e-05,1.2e-05,0.0125,0.0148,32600000000.0,1030000000.0,14.92,-91.39
8e-14,2.5e-10,0.9,4.4e-05,1.2e-05,0.015,0.0183,32400000000.0,885000000.0,14.63,-79.55
8e-14,2.5e-10,0.9,4.4e-05,1.3e-05,0.01,0.0114,32500000000.0,1130000000.0,14.79,-99.79
8e-14,2.5e-10,0.9,4.4e-05,1.3e-05,0.005,0.00527,33800000000.0,1150000000.0,14.59,-97.42
8e-14,2.5e-10,0.9,4.4e-05,1.3e-05,0.0075,0.00825,36200000000.0,1180000000.0,14.59,-102.6
8e-14,2.5e-10,0.9,4.4e-05,1.3e-05,0.0125,0.0148,32300000000.0,1000000000.0,14.99,-91.78
8e-14,2.5e-10,0.9,4.4e-05,1.3e-05,0.015,0.0183,32200000000.0,860000000.0,14.65,-78.84
8e-14,2.5e-10,0.9,4.4e-05,1.4e-05,0.01,0.0114,32200000000.0,1120000000.0,14.86,-98.14
8e-14,2.5e-10,0.9,4.4e-05,1.4e-05,0.005,0.00527,33400000000.0,1150000000.0,14.59,-97.89
8e-14,2.5e-10,0.9,4.4e-05,1.4e-05,0.0075,0.00825,39500000000.0,1180000000.0,14.59,-100.7
8e-14,2.5e-10,0.9,4.4e-05,1.4e-05,0.0125,0.0148,32100000000.0,966000000.0,15.05,-89.96
8e-14,2.5e-10,0.9,4.4e-05,1.4e-05,0.015,0.0183,31900000000.0,846000000.0,14.64,-79.1
8e-14,2.5e-10,0.9,4.4e-05,1.5e-05,0.01,0.0114,32100000000.0,1110000000.0,14.91,-96.51
8e-14,2.5e-10,0.9,4.4e-05,1.5e-05,0.005,0.00527,33000000000.0,1140000000.0,14.59,-98.27
8e-14,2.5e-10,0.9,4.4e-05,1.5e-05,0.0075,0.00825,41100000000.0,1170000000.0,14.59,-101.6
8e-14,2.5e-10,0.9,4.4e-05,1.5e-05,0.0125,0.0148,31900000000.0,918000000.0,15.08,-88.27
8e-14,2.5e-10,0.9,4.4e-05,1.5e-05,0.015,0.0183,31700000000.0,845000000.0,14.59,-79.2
8e-14,2.5e-10,0.9,4.6e-05,1e-05,0.01,0.0114,32800000000.0,1060000000.0,14.59,-101.2
8e-14,2.5e-10,0.9,4.6e-05,1e-05,0.005,0.00524,35500000000.0,1050000000.0,14.59,-95.56
8e-14,2.5e-10,0.9,4.6e-05,1e-05,0.0075,0.00821,32700000000.0,1100000000.0,14.59,-99.32
8e-14,2.5e-10,0.9,4.6e-05,1e-05,0.0125,0.0147,32600000000.0,1010000000.0,14.59,-94.99
8e-14,2.5e-10,0.9,4.6e-05,1e-05,0.015,0.0182,32400000000.0,962000000.0,14.59,-83.46
8e-14,2.5e-10,0.9,4.6e-05,5e-06,0.01,0.0114,34100000000.0,798000000.0,14.59,-92.58
8e-14,2.5e-10,0.9,4.6e-05,5e-06,0.005,0.00524,39800000000.0,749000000.0,14.59,-90.99
8e-14,2.5e-10,0.9,4.6e-05,5e-06,0.0075,0.00821,34100000000.0,804000000.0,14.59,-92.47
8e-14,2.5e-10,0.9,4.6e-05,5e-06,0.0125,0.0147,34000000000.0,810000000.0,14.59,-98.23
8e-14,2.5e-10,0.9,4.6e-05,5e-06,0.015,0.0182,33900000000.0,788000000.0,14.59,-96.65
8e-14,2.5e-10,0.9,4.6e-05,6e-06,0.01,0.0114,33800000000.0,878000000.0,14.59,-94.0
8e-14,2.5e-10,0.9,4.6e-05,6e-06,0.005,0.00524,38800000000.0,840000000.0,14.59,-92.0
8e-14,2.5e-10,0.9,4.6e-05,6e-06,0.0075,0.00821,33800000000.0,890000000.0,14.59,-93.77
8e-14,2.5e-10,0.9,4.6e-05,6e-06,0.0125,0.0147,33700000000.0,881000000.0,14.59,-99.05
8e-14,2.5e-10,0.9,4.6e-05,6e-06,0.015,0.0182,33600000000.0,873000000.0,14.59,-92.77
8e-14,2.5e-10,0.9,4.6e-05,7e-06,0.01,0.0114,33600000000.0,943000000.0,14.59,-95.67
8e-14,2.5e-10,0.9,4.6e-05,7e-06,0.005,0.00524,37600000000.0,914000000.0,14.59,-92.96
8e-14,2.5e-10,0.9,4.6e-05,7e-06,0.0075,0.00821,33500000000.0,961000000.0,14.59,-95.04
8e-14,2.5e-10,0.9,4.6e-05,7e-06,0.0125,0.0147,33400000000.0,937000000.0,14.59,-99.13
8e-14,2.5e-10,0.9,4.6e-05,7e-06,0.015,0.0182,33300000000.0,926000000.0,14.59,-88.91
8e-14,2.5e-10,0.9,4.6e-05,8e-06,0.01,0.0114,33200000000.0,995000000.0,14.59,-97.31
8e-14,2.5e-10,0.9,4.6e-05,8e-06,0.005,0.00524,36800000000.0,973000000.0,14.59,-93.87
8e-14,2.5e-10,0.9,4.6e-05,8e-06,0.0075,0.00821,33200000000.0,1020000000.0,14.59,-96.27
8e-14,2.5e-10,0.9,4.6e-05,8e-06,0.0125,0.0147,33100000000.0,974000000.0,14.59,-98.16
8e-14,2.5e-10,0.9,4.6e-05,8e-06,0.015,0.0182,33000000000.0,956000000.0,14.59,-86.31
8e-14,2.5e-10,0.9,4.6e-05,9e-06,0.01,0.0114,33000000000.0,1040000000.0,14.59,-99.41
8e-14,2.5e-10,0.9,4.6e-05,9e-06,0.005,0.00524,36300000000.0,1020000000.0,14.59,-94.74
8e-14,2.5e-10,0.9,4.6e-05,9e-06,0.0075,0.00821,32900000000.0,1060000000.0,14.59,-97.86
8e-14,2.5e-10,0.9,4.6e-05,9e-06,0.0125,0.0147,32900000000.0,1000000000.0,14.59,-96.74
8e-14,2.5e-10,0.9,4.6e-05,9e-06,0.015,0.0182,32700000000.0,965000000.0,14.59,-84.8
8e-14,2.5e-10,0.9,4.6e-05,1.1e-05,0.01,0.0114,32500000000.0,1090000000.0,14.59,-101.8
8e-14,2.5e-10,0.9,4.6e-05,1.1e-05,0.005,0.00524,34700000000.0,1080000000.0,14.59,-96.27
8e-14,2.5e-10,0.9,4.6e-05,1.1e-05,0.0075,0.00821,32500000000.0,1120000000.0,14.59,-100.9
8e-14,2.5e-10,0.9,4.6e-05,1.1e-05,0.0125,0.0147,32400000000.0,1010000000.0,14.66,-93.33
8e-14,2.5e-10,0.9,4.6e-05,1.1e-05,0.015,0.0182,32200000000.0,952000000.0,14.59,-86.73
8e-14,2.5e-10,0.9,4.6e-05,1.2e-05,0.01,0.0114,32200000000.0,1100000000.0,14.59,-101.3
8e-14,2.5e-10,0.9,4.6e-05,1.2e-05,0.005,0.00524,34100000000.0,1100000000.0,14.59,-96.89
8e-14,2.5e-10,0.9,4.6e-05,1.2e-05,0.0075,0.00821,32300000000.0,1140000000.0,14.59,-101.9
8e-14,2.5e-10,0.9,4.6e-05,1.2e-05,0.0125,0.0147,32100000000.0,1000000000.0,14.75,-91.84
8e-14,2.5e-10,0.9,4.6e-05,1.2e-05,0.015,0.0182,32000000000.0,939000000.0,14.59,-82.1
8e-14,2.5e-10,0.9,4.6e-05,1.3e-05,0.01,0.0114,32000000000.0,1100000000.0,14.63,-99.51
8e-14,2.5e-10,0.9,4.6e-05,1.3e-05,0.005,0.00524,33700000000.0,1100000000.0,14.59,-97.38
8e-14,2.5e-10,0.9,4.6e-05,1.3e-05,0.0075,0.00821,36100000000.0,1150000000.0,14.59,-102.3
8e-14,2.5e-10,0.9,4.6e-05,1.3e-05,0.0125,0.0147,31900000000.0,983000000.0,14.82,-71.76
8e-14,2.5e-10,0.9,4.6e-05,1.3e-05,0.015,0.0182,31700000000.0,927000000.0,14.59,-82.33
8e-14,2.5e-10,0.9,4.6e-05,1.4e-05,0.01,0.0114,31900000000.0,1100000000.0,14.7,-98.52
8e-14,2.5e-10,0.9,4.6e-05,1.4e-05,0.005,0.00524,33100000000.0,1110000000.0,14.59,-97.76
