C1,C2,Ld,Lg,Ls,WN1,WN2,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,5e-06,7090000000.0,0.0223,-7.01,4.016,7.48
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,6e-06,6970000000.0,0.0231,-7.34,3.61,8.19
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,7e-06,6760000000.0,0.0235,-7.59,3.393,8.38
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,9e-06,6370000000.0,0.0241,-8.0,3.208,7.96
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,1e-05,6220000000.0,0.0243,-8.17,3.174,7.56
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,1.1e-05,6060000000.0,0.0244,-8.31,3.16,7.11
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,1.2e-05,5890000000.0,0.0245,-8.44,3.16,6.62
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,1.3e-05,5760000000.0,0.0246,-8.55,3.172,6.12
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,6.4e-06,1.4e-05,5550000000.0,0.0247,-8.64,3.192,5.62
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,8e-06,6430000000.0,0.0255,-6.59,3.771,7.64
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,5e-06,7140000000.0,0.0235,-5.66,4.798,6.39
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,6e-06,6920000000.0,0.0245,-6.07,4.246,7.32
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,7e-06,6740000000.0,0.0251,-6.36,3.942,7.66
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,9e-06,6300000000.0,0.0258,-6.78,3.673,7.41
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,1e-05,6000000000.0,0.026,-6.94,3.617,7.06
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,1.1e-05,5890000000.0,0.0262,-7.08,3.588,6.63
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,1.2e-05,5650000000.0,0.0263,-7.19,3.577,6.17
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,1.3e-05,5560000000.0,0.0264,-7.29,3.58,5.69
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7e-06,1.4e-05,5280000000.0,0.0265,-7.37,3.593,5.21
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,8e-06,6450000000.0,0.0271,-5.72,4.295,7.01
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,5e-06,7210000000.0,0.0246,-4.72,5.619,5.32
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,6e-06,6990000000.0,0.0258,-5.16,4.928,6.42
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,7e-06,6690000000.0,0.0266,-5.48,4.529,6.91
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,9e-06,6160000000.0,0.0274,-5.91,4.159,6.85
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,1e-05,5920000000.0,0.0277,-6.06,4.078,6.55
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,1.1e-05,5710000000.0,0.0279,-6.19,4.032,6.16
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,1.2e-05,5500000000.0,0.0281,-6.29,4.009,5.73
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,1.3e-05,5330000000.0,0.0282,-6.38,4.002,5.27
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,7.6e-06,1.4e-05,5120000000.0,0.0283,-6.45,4.007,4.8
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,8e-06,6500000000.0,0.0286,-5.07,4.829,6.38
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,5e-06,7390000000.0,0.0256,-4.06,6.432,4.3
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,6e-06,7070000000.0,0.027,-4.49,5.623,5.53
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,7e-06,6750000000.0,0.028,-4.82,5.127,6.17
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,9e-06,6140000000.0,0.0291,-5.27,4.649,6.3
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,1e-05,5940000000.0,0.0294,-5.42,4.54,6.06
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,1.1e-05,5640000000.0,0.0296,-5.54,4.474,5.71
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,1.2e-05,5450000000.0,0.0298,-5.64,4.437,5.3
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,1.3e-05,5190000000.0,0.03,-5.72,4.42,4.86
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.2e-06,1.4e-05,5040000000.0,0.0301,-5.78,4.417,4.41
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,8e-06,6510000000.0,0.0301,-4.57,5.36,5.75
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,5e-06,7600000000.0,0.0265,-3.58,7.209,3.35
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,6e-06,7200000000.0,0.0282,-3.98,6.308,4.68
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,7e-06,6870000000.0,0.0293,-4.31,5.725,5.43
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,9e-06,6190000000.0,0.0306,-4.77,5.134,5.76
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,1e-05,5930000000.0,0.031,-4.93,4.993,5.57
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,1.1e-05,5610000000.0,0.0313,-5.05,4.906,5.27
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,1.2e-05,5430000000.0,0.0316,-5.14,4.853,4.89
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,1.3e-05,5130000000.0,0.0318,-5.22,4.825,4.48
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,8.8e-06,1.4e-05,5010000000.0,0.0319,-5.28,4.813,4.04
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,8e-06,6580000000.0,0.0315,-4.18,5.883,5.13
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,5e-06,7840000000.0,0.0273,-3.22,7.932,2.49
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,6e-06,7390000000.0,0.0292,-3.59,6.964,3.87
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,7e-06,7010000000.0,0.0305,-3.91,6.311,4.71
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,9e-06,6290000000.0,0.0322,-4.38,5.61,5.22
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,1e-05,5930000000.0,0.0326,-4.54,5.434,5.1
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,1.1e-05,5640000000.0,0.033,-4.66,5.324,4.84
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,1.2e-05,5390000000.0,0.0333,-4.76,5.254,4.5
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,1.3e-05,5120000000.0,0.0335,-4.83,5.213,4.11
1.3e-13,1.3e-13,2.5e-10,8e-10,8e-11,9.4e-06,1.4e-05,4970000000.0,0.0337,-4.89,5.192,3.68
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,8e-06,11700000000.0,0.0186,-4.03,3.235,9.18
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,5e-06,11200000000.0,0.018,-4.4,3.442,9.67
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,6e-06,11500000000.0,0.0183,-4.31,3.314,9.81
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,7e-06,11700000000.0,0.0185,-4.17,3.257,9.59
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,9e-06,11600000000.0,0.0187,-3.91,3.232,8.66
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,1e-05,11300000000.0,0.0188,-3.81,3.243,8.09
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,1.1e-05,10800000000.0,0.0189,-3.73,3.263,7.5
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,1.2e-05,9750000000.0,0.019,-3.66,3.29,6.91
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,1.3e-05,8500000000.0,0.019,-3.6,3.323,6.32
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4.6e-06,1.4e-05,7620000000.0,0.0191,-3.56,3.36,5.74
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,8e-06,13800000000.0,0.0168,-2.53,3.813,7.94
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,5e-06,13200000000.0,0.0164,-2.77,3.944,8.75
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,6e-06,13700000000.0,0.0166,-2.7,3.852,8.74
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,7e-06,13800000000.0,0.0167,-2.61,3.818,8.42
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,9e-06,13700000000.0,0.0169,-2.46,3.826,7.38
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,1e-05,13100000000.0,0.017,-2.4,3.851,6.78
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,1.1e-05,12000000000.0,0.017,-2.35,3.885,6.16
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,1.2e-05,9880000000.0,0.0171,-2.31,3.925,5.54
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,1.3e-05,8180000000.0,0.0171,-2.28,3.97,4.93
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,4e-06,1.4e-05,7340000000.0,0.0171,-2.25,4.019,4.33
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,8e-06,10200000000.0,0.0204,-6.22,2.872,9.95
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,5e-06,9820000000.0,0.0195,-6.78,3.154,10.08
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,6e-06,10000000000.0,0.02,-6.67,2.989,10.4
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,7e-06,10100000000.0,0.0202,-6.44,2.91,10.29
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,9e-06,10100000000.0,0.0206,-6.02,2.857,9.49
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,1e-05,9930000000.0,0.0207,-5.86,2.856,8.97
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,1.1e-05,9640000000.0,0.0208,-5.72,2.866,8.41
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,1.2e-05,9050000000.0,0.0208,-5.61,2.884,7.85
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,1.3e-05,8280000000.0,0.0209,-5.52,2.907,7.28
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.2e-06,1.4e-05,7630000000.0,0.0209,-5.45,2.936,6.73
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,8e-06,9120000000.0,0.0222,-9.3,2.689,10.32
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,5e-06,8920000000.0,0.021,-10.31,3.057,10.07
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,6e-06,9060000000.0,0.0216,-10.1,2.849,10.57
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,7e-06,9120000000.0,0.0219,-9.69,2.744,10.58
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,9e-06,9060000000.0,0.0223,-8.98,2.661,9.92
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,1e-05,8900000000.0,0.0225,-8.71,2.651,9.44
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,1.1e-05,8720000000.0,0.0226,-8.5,2.653,8.93
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,1.2e-05,8350000000.0,0.0227,-8.33,2.663,8.39
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,1.3e-05,7830000000.0,0.0228,-8.19,2.679,7.85
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,5.8e-06,1.4e-05,7390000000.0,0.0228,-8.07,2.701,7.31
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,8e-06,8390000000.0,0.0238,-13.68,2.654,10.36
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,5e-06,8270000000.0,0.0223,-16.18,3.141,9.7
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,6e-06,8370000000.0,0.0231,-15.51,2.871,10.38
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,7e-06,8420000000.0,0.0235,-14.49,2.73,10.53
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,9e-06,8300000000.0,0.0241,-13.08,2.613,10.03
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,1e-05,8150000000.0,0.0243,-12.63,2.592,9.6
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,1.1e-05,7990000000.0,0.0244,-12.28,2.585,9.12
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,1.2e-05,7760000000.0,0.0245,-12.01,2.588,8.61
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,1.3e-05,7370000000.0,0.0246,-11.8,2.599,8.09
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,6.4e-06,1.4e-05,7040000000.0,0.0247,-11.63,2.615,7.58
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,8e-06,7840000000.0,0.0255,-19.61,2.74,10.16
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,5e-06,7850000000.0,0.0235,-30.89,3.391,9.08
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,6e-06,7890000000.0,0.0245,-26.94,3.035,9.94
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,7e-06,7880000000.0,0.0251,-21.8,2.845,10.22
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,9e-06,7770000000.0,0.0258,-18.42,2.68,9.89
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,1e-05,7600000000.0,0.026,-17.67,2.647,9.51
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,1.1e-05,7440000000.0,0.0262,-17.15,2.631,9.07
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,1.2e-05,7290000000.0,0.0263,-16.77,2.627,8.59
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,1.3e-05,6950000000.0,0.0264,-16.48,2.631,8.1
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7e-06,1.4e-05,6690000000.0,0.0265,-16.26,2.643,7.61
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,8e-06,7440000000.0,0.0271,-20.09,2.922,9.79
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,5e-06,7590000000.0,0.0246,-18.91,3.789,8.3
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,6e-06,7610000000.0,0.0258,-20.77,3.324,9.32
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,7e-06,7540000000.0,0.0266,-20.61,3.068,9.75
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,9e-06,7360000000.0,0.0274,-19.79,2.838,9.6
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,1e-05,7220000000.0,0.0277,-19.65,2.788,9.27
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,1.1e-05,7020000000.0,0.0279,-19.61,2.761,8.87
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,1.2e-05,6900000000.0,0.0281,-19.62,2.749,8.42
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,1.3e-05,6620000000.0,0.0282,-19.64,2.747,7.95
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,7.6e-06,1.4e-05,6370000000.0,0.0283,-19.66,2.754,7.48
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,8e-06,7190000000.0,0.0286,-15.57,3.183,9.31
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,5e-06,7380000000.0,0.0256,-13.26,4.307,7.42
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,6e-06,7380000000.0,0.027,-14.5,3.718,8.59
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,7e-06,7320000000.0,0.028,-15.18,3.379,9.16
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,9e-06,7040000000.0,0.0291,-15.89,3.066,9.2
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,1e-05,6960000000.0,0.0294,-16.2,2.996,8.93
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,1.1e-05,6720000000.0,0.0296,-16.51,2.955,8.57
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,1.2e-05,6580000000.0,0.0298,-16.8,2.933,8.15
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,1.3e-05,6350000000.0,0.03,-17.07,2.924,7.71
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.2e-06,1.4e-05,6110000000.0,0.0301,-17.31,2.925,7.25
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,8e-06,7020000000.0,0.0301,-12.51,3.505,8.76
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,5e-06,7300000000.0,0.0265,-10.33,4.911,6.5
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,6e-06,7220000000.0,0.0282,-11.31,4.196,7.79
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,7e-06,7150000000.0,0.0293,-12.01,3.764,8.49
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,9e-06,6830000000.0,0.0306,-12.9,3.349,8.74
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,1e-05,6730000000.0,0.031,-13.22,3.253,8.53
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,1.1e-05,6500000000.0,0.0313,-13.52,3.195,8.21
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,1.2e-05,6330000000.0,0.0316,-13.78,3.16,7.83
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,1.3e-05,6150000000.0,0.0318,-14.01,3.143,7.41
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,8.8e-06,1.4e-05,5890000000.0,0.0319,-14.22,3.137,6.97
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,8e-06,6920000000.0,0.0315,-10.49,3.878,8.16
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,5e-06,7290000000.0,0.0273,-8.5,5.57,5.59
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,6e-06,7140000000.0,0.0292,-9.32,4.734,6.97
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,7e-06,7020000000.0,0.0305,-9.98,4.207,7.78
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,9e-06,6690000000.0,0.0322,-10.88,3.675,8.23
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,1e-05,6540000000.0,0.0326,-11.19,3.547,8.09
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,1.1e-05,6360000000.0,0.033,-11.45,3.468,7.82
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,1.2e-05,6150000000.0,0.0333,-11.68,3.419,7.47
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,1.3e-05,6010000000.0,0.0335,-11.88,3.391,7.07
1.3e-13,1.3e-13,2.5e-10,6e-10,5e-11,9.4e-06,1.4e-05,5730000000.0,0.0337,-12.04,3.377,6.65
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,8e-06,11100000000.0,0.0186,-4.28,3.225,8.83
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,5e-06,11000000000.0,0.018,-4.7,3.413,9.38
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,6e-06,11200000000.0,0.0183,-4.58,3.295,9.49
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,7e-06,11200000000.0,0.0185,-4.43,3.243,9.25
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,9e-06,10900000000.0,0.0187,-4.16,3.226,8.31
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,1e-05,10400000000.0,0.0188,-4.06,3.24,7.74
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,1.1e-05,9800000000.0,0.0189,-3.98,3.264,7.14
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,1.2e-05,8920000000.0,0.019,-3.91,3.295,6.55
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,1.3e-05,7940000000.0,0.019,-3.86,3.331,5.96
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4.6e-06,1.4e-05,7270000000.0,0.0191,-3.81,3.372,5.38
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,8e-06,13000000000.0,0.0168,-2.75,3.786,7.7
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,5e-06,12900000000.0,0.0164,-3.01,3.902,8.55
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,6e-06,13100000000.0,0.0166,-2.93,3.817,8.51
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,7e-06,13200000000.0,0.0167,-2.84,3.787,8.19
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,9e-06,12600000000.0,0.0169,-2.68,3.803,7.14
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,1e-05,11800000000.0,0.017,-2.62,3.831,6.53
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,1.1e-05,10500000000.0,0.017,-2.57,3.868,5.91
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,1.2e-05,9040000000.0,0.0171,-2.53,3.911,5.29
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,1.3e-05,7840000000.0,0.0171,-2.5,3.96,4.68
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,4e-06,1.4e-05,7130000000.0,0.0171,-2.47,4.013,4.08
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,8e-06,9840000000.0,0.0204,-6.4,2.881,9.51
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,5e-06,9780000000.0,0.0195,-7.11,3.142,9.73
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,6e-06,9900000000.0,0.02,-6.9,2.989,10.0
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,7e-06,9920000000.0,0.0202,-6.64,2.915,9.87
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,9e-06,9670000000.0,0.0206,-6.2,2.87,9.04
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,1e-05,9360000000.0,0.0207,-6.04,2.873,8.51
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,1.1e-05,8980000000.0,0.0208,-5.91,2.887,7.95
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,1.2e-05,8440000000.0,0.0208,-5.81,2.908,7.38
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,1.3e-05,7740000000.0,0.0209,-5.72,2.936,6.81
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.2e-06,1.4e-05,7200000000.0,0.0209,-5.65,2.968,6.25
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,8e-06,8930000000.0,0.0222,-9.17,2.718,9.82
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,5e-06,8960000000.0,0.021,-10.61,3.063,9.69
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,6e-06,9040000000.0,0.0216,-10.09,2.868,10.12
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,7e-06,9040000000.0,0.0219,-9.58,2.769,10.1
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,9e-06,8770000000.0,0.0223,-8.85,2.694,9.41
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,1e-05,8540000000.0,0.0225,-8.6,2.687,8.92
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,1.1e-05,8260000000.0,0.0226,-8.4,2.692,8.39
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,1.2e-05,7910000000.0,0.0227,-8.25,2.706,7.85
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,1.3e-05,7390000000.0,0.0228,-8.12,2.726,7.31
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,5.8e-06,1.4e-05,6970000000.0,0.0228,-8.02,2.752,6.76
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,6.4e-06,8e-06,8280000000.0,0.0238,-12.58,2.701,9.84
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,6.4e-06,5e-06,8350000000.0,0.0223,-16.29,3.161,9.33
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,6.4e-06,6e-06,8400000000.0,0.0231,-14.57,2.907,9.93
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,6.4e-06,7e-06,8360000000.0,0.0235,-13.36,2.773,10.03
1.3e-13,1.3e-13,2.5e-10,6e-10,6e-11,6.4e-06,9e-06,8150000000.0,0.0241,-12.05,2.663,9.49
